trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
182,False,"{'a': 0.002, 'e': 0.6948911947429106}",30,12,8.092873430034029,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
183,False,"{'a': 0.002, 'e': 0.6935028012097558}",20,0,-67.99264797170518,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
184,False,"{'a': 0.002, 'e': 0.6921171816887304}",20,0,-39.8877450158133,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
185,False,"{'a': 0.002, 'e': 0.6907343306373547}",25,0,-140.07537507706857,"{0: 15, 1: 3, 2: 4, 3: 1, 4: 2}",0
186,False,"{'a': 0.002, 'e': 0.6893542425242224}",25,12,-22.411451848070996,"{0: 8, 1: 3, 2: 2, 3: 0, 4: 0}",1
187,False,"{'a': 0.002, 'e': 0.6879769118289795}",30,0,-40.24913007021533,"{0: 26, 1: 1, 2: 1, 3: 1, 4: 1}",0
188,False,"{'a': 0.002, 'e': 0.686602333042301}",20,0,-81.52972909193532,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
189,False,"{'a': 0.002, 'e': 0.6852305006658703}",30,8,-11.45182602532466,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 0}",1
190,False,"{'a': 0.002, 'e': 0.6838614092123558}",20,0,-12.387839128175928,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
191,False,"{'a': 0.002, 'e': 0.6824950532053901}",25,0,-78.02449504474214,"{0: 15, 1: 3, 2: 6, 3: 1, 4: 0}",0
192,False,"{'a': 0.002, 'e': 0.6811314271795471}",25,0,-137.487878733062,"{0: 14, 1: 3, 2: 4, 3: 3, 4: 1}",0
193,False,"{'a': 0.002, 'e': 0.679770525680321}",25,7,7.047089835273558,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
194,False,"{'a': 0.002, 'e': 0.678412343264104}",20,0,-87.11917704292168,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
195,False,"{'a': 0.002, 'e': 0.6770568744981647}",20,8,8.221649772973828,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
196,False,"{'a': 0.002, 'e': 0.675704113960626}",35,13,-49.04862830339006,"{0: 15, 1: 2, 2: 4, 3: 1, 4: 0}",1
197,False,"{'a': 0.002, 'e': 0.6743540562404442}",20,10,-28.024844801160164,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
198,False,"{'a': 0.002, 'e': 0.6730066959373864}",20,6,-101.17958868488209,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 2}",1
199,False,"{'a': 0.002, 'e': 0.6716620276620098}",25,0,-28.678480032519957,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
200,False,"{'a': 0.002, 'e': 0.6703200460356393}",25,6,-38.063080739815774,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 1}",1
201,False,"{'a': 0.002, 'e': 0.6689807456903467}",20,0,-52.96136029083644,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
202,False,"{'a': 0.002, 'e': 0.6676441212689289}",30,3,-97.05484325201532,"{0: 18, 1: 3, 2: 3, 3: 2, 4: 1}",1
203,False,"{'a': 0.002, 'e': 0.6663101674248864}",25,17,-37.209797442245346,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
204,False,"{'a': 0.002, 'e': 0.6649788788224019}",30,0,-100.81508919526112,"{0: 21, 1: 1, 2: 6, 3: 1, 4: 1}",1
205,False,"{'a': 0.002, 'e': 0.6636502501363194}",30,0,-156.1082543096945,"{0: 19, 1: 4, 2: 4, 3: 0, 4: 3}",0
206,False,"{'a': 0.002, 'e': 0.6623242760521222}",20,0,-107.32925719602248,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
207,False,"{'a': 0.002, 'e': 0.6610009512659124}",25,0,-9.169068035141972,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 0}",0
208,False,"{'a': 0.002, 'e': 0.659680270484389}",20,0,-102.16511316299494,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
209,False,"{'a': 0.002, 'e': 0.6583622284248272}",20,0,-85.29883873015743,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
210,False,"{'a': 0.002, 'e': 0.6570468198150567}",25,11,-76.79041655068899,"{0: 9, 1: 0, 2: 3, 3: 1, 4: 1}",1
211,False,"{'a': 0.002, 'e': 0.6557340393934418}",20,0,-57.532225705993405,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
212,False,"{'a': 0.002, 'e': 0.6544238819088586}",30,7,-113.04505568598043,"{0: 16, 1: 0, 2: 4, 3: 1, 4: 2}",1
213,False,"{'a': 0.002, 'e': 0.6531163421206756}",20,10,1.9751207751078934,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.002, 'e': 0.651811414798732}",25,0,-31.199631673086635,"{0: 22, 1: 1, 2: 0, 3: 1, 4: 1}",0
215,False,"{'a': 0.002, 'e': 0.6505090947233165}",25,0,-106.41941253849993,"{0: 16, 1: 3, 2: 3, 3: 2, 4: 1}",0
216,False,"{'a': 0.002, 'e': 0.6492093766851474}",25,6,-121.43614555710762,"{0: 9, 1: 2, 2: 6, 3: 1, 4: 1}",1
217,False,"{'a': 0.002, 'e': 0.6479122554853506}",20,7,4.751370075115229,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
218,False,"{'a': 0.002, 'e': 0.6466177259354396}",30,15,-12.345866330114273,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 0}",1
219,False,"{'a': 0.002, 'e': 0.6453257828572946}",25,0,-113.92745281705587,"{0: 17, 1: 2, 2: 2, 3: 3, 4: 1}",0
220,False,"{'a': 0.002, 'e': 0.6440364210831414}",25,0,-96.99799282061471,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
221,False,"{'a': 0.002, 'e': 0.6427496354555312}",25,12,3.6759983499189595,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.002, 'e': 0.6414654208273198}",30,0,-39.853290667459,"{0: 24, 1: 3, 2: 2, 3: 0, 4: 1}",0
223,False,"{'a': 0.002, 'e': 0.6401837720616471}",25,0,-162.85918358903342,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 3}",0
224,False,"{'a': 0.002, 'e': 0.6389046840319162}",30,16,6.374800786643636,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
225,False,"{'a': 0.002, 'e': 0.6376281516217733}",20,0,-42.093215240171766,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",1
226,False,"{'a': 0.002, 'e': 0.6363541697250871}",30,0,-137.45360815610988,"{0: 21, 1: 0, 2: 5, 3: 2, 4: 2}",1
227,False,"{'a': 0.002, 'e': 0.6350827332459281}",20,0,-100.85469236676542,"{0: 12, 1: 3, 2: 2, 3: 2, 4: 1}",0
228,False,"{'a': 0.002, 'e': 0.633813837098549}",20,0,-70.82011040165578,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
229,False,"{'a': 0.002, 'e': 0.6325474762073634}",20,0,-57.18525030652027,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
230,False,"{'a': 0.002, 'e': 0.631283645506926}",20,0,-44.339507707479065,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
231,False,"{'a': 0.002, 'e': 0.6300223399419123}",20,13,-32.57680146206418,"{0: 4, 1: 0, 2: 2, 3: 1, 4: 0}",1
232,False,"{'a': 0.002, 'e': 0.6287635544670984}",20,0,-34.20350225138037,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
233,False,"{'a': 0.002, 'e': 0.6275072840473407}",20,0,-82.8310457466043,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
234,False,"{'a': 0.002, 'e': 0.6262535236575559}",25,0,-57.72429461363684,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",0
235,False,"{'a': 0.002, 'e': 0.6250022682827008}",25,0,6.708362726961725,"{0: 21, 1: 4, 2: 0, 3: 0, 4: 0}",0
236,False,"{'a': 0.002, 'e': 0.623753512917752}",20,0,-48.98007358303601,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
237,False,"{'a': 0.002, 'e': 0.6225072525676867}",25,0,-105.92801884204503,"{0: 15, 1: 1, 2: 6, 3: 3, 4: 0}",0
238,False,"{'a': 0.002, 'e': 0.6212634822474616}",20,0,-152.0745700906956,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
239,False,"{'a': 0.002, 'e': 0.6200221969819939}",30,0,-38.218708808739805,"{0: 22, 1: 3, 2: 5, 3: 0, 4: 0}",0
240,False,"{'a': 0.002, 'e': 0.6187833918061408}",30,0,-71.83994793366286,"{0: 25, 1: 1, 2: 2, 3: 0, 4: 2}",0
241,False,"{'a': 0.002, 'e': 0.61754706176468}",20,0,9.00049580365072,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
242,False,"{'a': 0.002, 'e': 0.6163132019122897}",25,0,-134.3475891563084,"{0: 17, 1: 4, 2: 1, 3: 0, 4: 3}",0
243,False,"{'a': 0.002, 'e': 0.6150818073135287}",25,16,-47.46758003850798,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 1}",1
244,False,"{'a': 0.002, 'e': 0.6138528730428171}",20,5,-37.789244988411596,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
245,False,"{'a': 0.002, 'e': 0.6126263941844161}",25,6,-29.67315084676744,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 0}",1
246,False,"{'a': 0.002, 'e': 0.6114023658324087}",25,0,-170.2333679865083,"{0: 14, 1: 2, 2: 6, 3: 0, 4: 3}",0
247,False,"{'a': 0.002, 'e': 0.6101807830906798}",20,10,17.114763331234737,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.002, 'e': 0.6089616410728969}",20,5,-84.75380867098197,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 2}",1
249,False,"{'a': 0.002, 'e': 0.6077449349024902}",20,0,-38.5561762042387,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
250,False,"{'a': 0.002, 'e': 0.6065306597126334}",25,19,4.7216214335677,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.002, 'e': 0.6053188106462243}",20,0,-101.43325759578192,"{0: 9, 1: 4, 2: 5, 3: 2, 4: 0}",0
252,False,"{'a': 0.002, 'e': 0.6041093828558647}",30,0,-6.656294242778943,"{0: 25, 1: 2, 2: 3, 3: 0, 4: 0}",0
253,False,"{'a': 0.002, 'e': 0.6029023715038421}",20,4,0.16343411887825043,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 0}",1
254,False,"{'a': 0.002, 'e': 0.6016977717621094}",30,0,-161.0354512587831,"{0: 19, 1: 4, 2: 3, 3: 1, 4: 3}",0
255,False,"{'a': 0.002, 'e': 0.6004955788122659}",30,4,-115.66412429277216,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 2}",1
256,False,"{'a': 0.002, 'e': 0.5992957878455384}",25,10,-39.305008192700974,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
257,False,"{'a': 0.002, 'e': 0.5980983940627613}",20,0,-14.244695214181872,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
258,False,"{'a': 0.002, 'e': 0.596903392674358}",25,13,-21.95140956544646,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 0}",1
259,False,"{'a': 0.002, 'e': 0.5957107789003212}",30,12,-6.106578359640985,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
260,False,"{'a': 0.002, 'e': 0.5945205479701944}",30,10,-134.917049652297,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",1
261,False,"{'a': 0.002, 'e': 0.593332695123052}",20,8,-0.013723491391152809,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
262,False,"{'a': 0.002, 'e': 0.5921472156074813}",25,16,-8.311134393704357,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
263,False,"{'a': 0.002, 'e': 0.5909641046815626}",30,0,-49.336517654937964,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",0
264,False,"{'a': 0.002, 'e': 0.5897833576128504}",25,20,10.041852774060771,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.002, 'e': 0.5886049696783552}",30,0,-15.890035223241995,"{0: 26, 1: 0, 2: 2, 3: 2, 4: 0}",0
266,False,"{'a': 0.002, 'e': 0.5874289361645234}",20,0,-90.09329292236909,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",0
267,False,"{'a': 0.002, 'e': 0.5862552523672196}",25,16,3.0645570085525478,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
268,False,"{'a': 0.002, 'e': 0.5850839135917069}",25,0,-14.628228287161942,"{0: 19, 1: 4, 2: 2, 3: 0, 4: 0}",0
269,False,"{'a': 0.002, 'e': 0.5839149151526287}",30,7,-147.87839887730274,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 3}",1
270,False,"{'a': 0.002, 'e': 0.5827482523739896}",20,5,-36.919507733759765,"{0: 11, 1: 0, 2: 3, 3: 1, 4: 0}",1
271,False,"{'a': 0.002, 'e': 0.5815839205891371}",25,0,6.7503142838833075,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
272,False,"{'a': 0.002, 'e': 0.5804219151407424}",25,0,-72.00438389846816,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
273,False,"{'a': 0.002, 'e': 0.579262231380782}",25,11,-53.381118377177984,"{0: 9, 1: 3, 2: 1, 3: 0, 4: 1}",1
274,False,"{'a': 0.002, 'e': 0.5781048646705196}",30,0,-150.55271610696835,"{0: 22, 1: 0, 2: 4, 3: 1, 4: 3}",0
275,False,"{'a': 0.002, 'e': 0.5769498103804866}",20,0,-54.304289545510635,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",0
276,False,"{'a': 0.002, 'e': 0.5757970638904645}",30,10,-29.32746410493409,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",1
277,False,"{'a': 0.002, 'e': 0.5746466205894657}",25,0,-87.78624529582089,"{0: 18, 1: 2, 2: 2, 3: 2, 4: 1}",0
278,False,"{'a': 0.002, 'e': 0.5734984758757153}",30,6,9.686964398148124,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 0}",1
279,False,"{'a': 0.002, 'e': 0.5723526251566332}",30,17,-12.633170350818993,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
280,False,"{'a': 0.002, 'e': 0.5712090638488149}",30,2,-101.97281396506612,"{0: 19, 1: 4, 2: 3, 3: 0, 4: 2}",1
281,False,"{'a': 0.002, 'e': 0.5700677873780134}",20,0,-45.0851814611095,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
282,False,"{'a': 0.002, 'e': 0.5689287911791218}",30,22,13.226032008107742,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.002, 'e': 0.5677920706961532}",25,0,15.067731472444446,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
284,False,"{'a': 0.002, 'e': 0.5666576213822246}",20,0,8.629605794103247,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
285,False,"{'a': 0.002, 'e': 0.5655254386995371}",20,0,-10.889146662858378,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
286,False,"{'a': 0.002, 'e': 0.5643955181193583}",20,6,-39.212219262385226,"{0: 9, 1: 1, 2: 3, 3: 1, 4: 0}",1
287,False,"{'a': 0.002, 'e': 0.5632678551220046}",20,0,-18.226446097480114,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
288,False,"{'a': 0.002, 'e': 0.5621424451968224}",25,5,-73.4237139017827,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",1
289,False,"{'a': 0.002, 'e': 0.5610192838421706}",25,0,-50.101743576901484,"{0: 17, 1: 3, 2: 4, 3: 1, 4: 0}",0
290,False,"{'a': 0.002, 'e': 0.559898366565402}",20,0,-203.93813595527683,"{0: 10, 1: 1, 2: 3, 3: 3, 4: 3}",0
291,False,"{'a': 0.002, 'e': 0.5587796888828463}",30,2,-55.09575559391037,"{0: 21, 1: 2, 2: 3, 3: 2, 4: 0}",1
292,False,"{'a': 0.002, 'e': 0.5576632463197913}",20,10,-12.78579605030598,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
293,False,"{'a': 0.002, 'e': 0.5565490344104649}",25,16,-36.00844965653263,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
294,False,"{'a': 0.002, 'e': 0.5554370486980182}",25,0,-115.95986340089998,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
295,False,"{'a': 0.002, 'e': 0.5543272847345071}",35,8,-31.678202570133664,"{0: 21, 1: 2, 2: 3, 3: 1, 4: 0}",1
296,False,"{'a': 0.002, 'e': 0.5532197380808739}",25,1,-67.92726321133955,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 1}",1
297,False,"{'a': 0.002, 'e': 0.5521144043069306}",35,13,-62.04118725104863,"{0: 16, 1: 1, 2: 4, 3: 0, 4: 1}",1
298,False,"{'a': 0.002, 'e': 0.5510112789913407}",25,16,1.6176887197331171,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
299,False,"{'a': 0.002, 'e': 0.5499103577216016}",25,6,-82.98889543642225,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 2}",1
300,False,"{'a': 0.002, 'e': 0.5488116360940264}",25,0,-59.06139089349827,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
301,False,"{'a': 0.002, 'e': 0.5477151097137275}",35,17,-56.95284798284041,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 1}",1
302,False,"{'a': 0.002, 'e': 0.5466207741945976}",25,7,-43.60713019454638,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 1}",1
303,False,"{'a': 0.002, 'e': 0.5455286251592933}",20,2,-42.00179767911824,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 0}",1
304,False,"{'a': 0.002, 'e': 0.5444386582392171}",25,17,-29.83639084730268,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
305,False,"{'a': 0.002, 'e': 0.5433508690744998}",25,11,-66.52297422017577,"{0: 9, 1: 1, 2: 2, 3: 1, 4: 1}",1
306,False,"{'a': 0.002, 'e': 0.5422652533139832}",20,2,-2.13202205305278,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
307,False,"{'a': 0.002, 'e': 0.5411818066152029}",20,0,-17.304428393155614,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
308,False,"{'a': 0.002, 'e': 0.5401005246443706}",30,18,-67.16590256450064,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 1}",1
309,False,"{'a': 0.002, 'e': 0.539021403076357}",30,0,-8.060233769764686,"{0: 26, 1: 1, 2: 2, 3: 1, 4: 0}",0
310,False,"{'a': 0.002, 'e': 0.5379444375946745}",25,3,-10.26672281948592,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 0}",1
311,False,"{'a': 0.002, 'e': 0.5368696238914595}",20,0,-12.830218433965342,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
312,False,"{'a': 0.002, 'e': 0.535796957667456}",25,13,7.6847789083904505,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
313,False,"{'a': 0.002, 'e': 0.5347264346319975}",20,0,-92.17882957916909,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
314,False,"{'a': 0.002, 'e': 0.5336580505029906}",25,0,-104.38294645157167,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
315,False,"{'a': 0.002, 'e': 0.5325918010068972}",20,12,-26.45150759816256,"{0: 5, 1: 1, 2: 1, 3: 1, 4: 0}",1
316,False,"{'a': 0.002, 'e': 0.5315276818787179}",20,6,-23.210907528249574,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
317,False,"{'a': 0.002, 'e': 0.5304656888619749}",20,0,-36.955796822411905,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
318,False,"{'a': 0.002, 'e': 0.5294058177086945}",25,0,-66.49652896475645,"{0: 21, 1: 0, 2: 1, 3: 2, 4: 1}",0
319,False,"{'a': 0.002, 'e': 0.528348064179391}",20,0,-45.14261033210281,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",1
320,False,"{'a': 0.002, 'e': 0.5272924240430485}",25,1,-23.963177109750237,"{0: 20, 1: 3, 2: 0, 3: 0, 4: 1}",1
321,False,"{'a': 0.002, 'e': 0.5262388930771054}",20,0,-54.99616389859773,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
322,False,"{'a': 0.002, 'e': 0.5251874670674361}",25,6,-93.32980833575321,"{0: 12, 1: 0, 2: 5, 3: 1, 4: 1}",1
323,False,"{'a': 0.002, 'e': 0.5241381418083354}",20,3,22.79809013240304,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.002, 'e': 0.5230909131025008}",20,0,-35.48683848240447,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
325,False,"{'a': 0.002, 'e': 0.522045776761016}",25,1,-30.917446945140927,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 1}",1
326,False,"{'a': 0.002, 'e': 0.5210027286033344}",20,5,21.549741971202543,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.002, 'e': 0.5199617644572618}",25,20,8.157778699700962,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.002, 'e': 0.5189228801589404}",25,5,-88.34023619937533,"{0: 13, 1: 3, 2: 1, 3: 2, 4: 1}",1
329,False,"{'a': 0.002, 'e': 0.5178860715528314}",20,13,-29.265016155499268,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
330,False,"{'a': 0.002, 'e': 0.5168513344916992}",25,10,-52.88540739859506,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 1}",1
331,False,"{'a': 0.002, 'e': 0.5158186648365941}",20,15,9.968907913899354,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.002, 'e': 0.5147880584568362}",20,0,-41.37515806945492,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
333,False,"{'a': 0.002, 'e': 0.5137595112299983}",25,0,-46.74547035763109,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
334,False,"{'a': 0.002, 'e': 0.5127330190418905}",25,0,-16.063837732663803,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 0}",0
335,False,"{'a': 0.002, 'e': 0.5117085777865424}",20,0,-59.59268818015745,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
336,False,"{'a': 0.002, 'e': 0.5106861833661879}",20,0,-49.363161571010224,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
337,False,"{'a': 0.002, 'e': 0.5096658316912476}",20,10,-6.944371399419881,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
338,False,"{'a': 0.002, 'e': 0.5086475186803137}",30,0,-26.638346356300197,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 1}",0
339,False,"{'a': 0.002, 'e': 0.5076312402601327}",25,9,-6.193516639094014,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
340,False,"{'a': 0.002, 'e': 0.5066169923655895}",20,6,-40.03944713448498,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
341,False,"{'a': 0.002, 'e': 0.5056047709396915}",20,0,-20.708774605040013,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",1
342,False,"{'a': 0.002, 'e': 0.5045945719335512}",25,7,-37.43729168520991,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
343,False,"{'a': 0.002, 'e': 0.5035863913063714}",30,0,-70.33481703927804,"{0: 22, 1: 3, 2: 3, 3: 1, 4: 1}",0
344,False,"{'a': 0.002, 'e': 0.5025802250254283}",25,0,-89.85120425672946,"{0: 20, 1: 1, 2: 1, 3: 1, 4: 2}",0
345,False,"{'a': 0.002, 'e': 0.5015760690660555}",20,0,-13.079196140900107,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
346,False,"{'a': 0.002, 'e': 0.5005739194116277}",20,0,-49.24162444010955,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
347,False,"{'a': 0.002, 'e': 0.4995737720535449}",20,16,7.610763175555369,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.002, 'e': 0.4985756229912165}",25,6,15.463751208191525,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
349,False,"{'a': 0.002, 'e': 0.4975794682320448}",25,15,12.069081023895428,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.002, 'e': 0.49658530379140947}",20,10,-7.50063128233289,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
351,False,"{'a': 0.002, 'e': 0.4955931256926514}",20,0,-39.73424633237499,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
352,False,"{'a': 0.002, 'e': 0.494602929967057}",30,19,-18.47629402500451,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 0}",1
353,False,"{'a': 0.002, 'e': 0.4936147126538418}",20,0,8.88603245448741,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
354,False,"{'a': 0.002, 'e': 0.49262846980013547}",20,5,9.856836708340097,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
355,False,"{'a': 0.002, 'e': 0.4916441974609651}",25,12,-33.39690085554833,"{0: 8, 1: 0, 2: 5, 3: 0, 4: 0}",1
356,False,"{'a': 0.002, 'e': 0.4906618916992401}",20,0,-33.35971487236013,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
357,False,"{'a': 0.002, 'e': 0.4896815485857362}",25,7,14.504399793831665,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.002, 'e': 0.4887031641990795}",25,0,-105.17619755243096,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
359,False,"{'a': 0.002, 'e': 0.4877267346257312}",30,15,6.0399484836572155,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
360,False,"{'a': 0.002, 'e': 0.4867522559599717}",20,0,-125.02955901967633,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
361,False,"{'a': 0.002, 'e': 0.485779724303885}",20,0,-53.34863728120933,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
362,False,"{'a': 0.002, 'e': 0.48480913576734325}",25,19,9.372399398387767,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.002, 'e': 0.483840486467991}",20,0,-32.57800079649273,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
364,False,"{'a': 0.002, 'e': 0.48287377253122976}",25,3,-14.257167620663768,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 0}",1
365,False,"{'a': 0.002, 'e': 0.48190899009020244}",20,0,-54.464031045414416,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
