trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
880,False,"{'a': 0.002, 'e': 0.17204486382305054}",20,0,30.06977594954021,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
881,False,"{'a': 0.002, 'e': 0.17170111795585358}",20,0,-2.1374374559285476,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
882,False,"{'a': 0.002, 'e': 0.17135805889335737}",20,6,24.714746874931674,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
883,False,"{'a': 0.002, 'e': 0.17101568526332522}",20,3,21.777516745399424,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
884,False,"{'a': 0.002, 'e': 0.17067399569626215}",20,9,19.834943962933824,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
885,False,"{'a': 0.002, 'e': 0.17033298882540943}",20,12,13.870356654550559,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
886,False,"{'a': 0.002, 'e': 0.16999266328673912}",30,0,-60.8851791182658,"{0: 26, 1: 1, 2: 1, 3: 0, 4: 2}",0
887,False,"{'a': 0.002, 'e': 0.1696530177189486}",20,13,-29.586338891316327,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
888,False,"{'a': 0.002, 'e': 0.16931405076345518}",20,6,25.228626911691833,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
889,False,"{'a': 0.002, 'e': 0.16897576106439058}",20,12,5.498991581630945,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
890,False,"{'a': 0.002, 'e': 0.1686381472685955}",20,0,-35.4396510046161,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
891,False,"{'a': 0.002, 'e': 0.16830120802561438}",25,1,-22.59204880390449,"{0: 20, 1: 3, 2: 0, 3: 0, 4: 1}",1
892,False,"{'a': 0.002, 'e': 0.16796494198768974}",20,11,15.849098911229591,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
893,False,"{'a': 0.002, 'e': 0.167629347809757}",20,10,14.846217073044226,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
894,False,"{'a': 0.002, 'e': 0.167294424149439}",20,11,16.418077861246818,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
895,False,"{'a': 0.002, 'e': 0.1669601696670407}",20,5,20.27143874788384,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
896,False,"{'a': 0.002, 'e': 0.16662658302554365}",30,17,10.460765881527955,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
897,False,"{'a': 0.002, 'e': 0.16629366289060088}",20,14,-11.706310962390155,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
898,False,"{'a': 0.002, 'e': 0.16596140793053138}",25,14,7.421812415663387,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
899,False,"{'a': 0.002, 'e': 0.16562981681631492}",20,0,30.833062595996882,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
900,False,"{'a': 0.002, 'e': 0.16529888822158653}",20,0,6.618217011692341,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
901,False,"{'a': 0.002, 'e': 0.16496862082263145}",20,9,16.993148265902843,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
902,False,"{'a': 0.002, 'e': 0.1646390132983796}",20,0,16.93506467436107,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
903,False,"{'a': 0.002, 'e': 0.16431006433040046}",30,13,26.79660747591682,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
904,False,"{'a': 0.002, 'e': 0.16398177260289773}",25,11,-24.814433562026405,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
905,False,"{'a': 0.002, 'e': 0.16365413680270405}",20,3,13.650458831423894,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
906,False,"{'a': 0.002, 'e': 0.1633271556192758}",30,18,6.516699213076314,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
907,False,"{'a': 0.002, 'e': 0.16300082774468777}",25,18,12.647478175979584,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
908,False,"{'a': 0.002, 'e': 0.16267515187362808}",20,13,12.229702111926358,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
909,False,"{'a': 0.002, 'e': 0.16235012670339277}",20,12,13.196731175673998,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
910,False,"{'a': 0.002, 'e': 0.16202575093388075}",25,12,-22.744992401173082,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
911,False,"{'a': 0.002, 'e': 0.1617020232675885}",20,9,-11.45959498932644,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 0}",1
912,False,"{'a': 0.002, 'e': 0.16137894240960493}",20,0,-13.777380697732411,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
913,False,"{'a': 0.002, 'e': 0.16105650706760616}",25,5,23.058769141727918,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
914,False,"{'a': 0.002, 'e': 0.16073471595185038}",25,18,13.687910874405798,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
915,False,"{'a': 0.002, 'e': 0.16041356777517274}",30,20,11.934238487117625,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
916,False,"{'a': 0.002, 'e': 0.1600930612529801}",20,0,19.66612273617475,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
917,False,"{'a': 0.002, 'e': 0.15977319510324592}",25,19,-29.12726734113844,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
918,False,"{'a': 0.002, 'e': 0.15945396804650516}",25,6,29.413724695305344,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
919,False,"{'a': 0.002, 'e': 0.15913537880584921}",20,5,-21.614475369997045,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
920,False,"{'a': 0.002, 'e': 0.15881742610692068}",35,20,10.113487921932375,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
921,False,"{'a': 0.002, 'e': 0.1585001086779083}",20,9,5.683416490820779,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
922,False,"{'a': 0.002, 'e': 0.15818342524954201}",20,14,-0.9874805540038416,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
923,False,"{'a': 0.002, 'e': 0.1578673745550876}",20,6,-15.308064643150967,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
924,False,"{'a': 0.002, 'e': 0.15755195533034191}",35,12,10.810559170508537,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 0}",1
925,False,"{'a': 0.002, 'e': 0.1572371663136276}",25,2,-5.075057400395123,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 0}",1
926,False,"{'a': 0.002, 'e': 0.1569230062457882}",20,0,13.916803360645378,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",1
927,False,"{'a': 0.002, 'e': 0.156609473870183}",20,12,-2.911934627833062,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
928,False,"{'a': 0.002, 'e': 0.15629656793268212}",20,13,-28.402507950697714,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
929,False,"{'a': 0.002, 'e': 0.15598428718166135}",20,11,12.515225913612339,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
930,False,"{'a': 0.002, 'e': 0.1556726303679973}",30,21,6.401397976691548,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
931,False,"{'a': 0.002, 'e': 0.15536159624506227}",20,8,-33.68273493532917,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
932,False,"{'a': 0.002, 'e': 0.15505118356871936}",20,10,3.1044585979850527,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
933,False,"{'a': 0.002, 'e': 0.1547413910973175}",20,13,13.10020106453499,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
934,False,"{'a': 0.002, 'e': 0.15443221759168632}",25,16,12.621517776453492,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
935,False,"{'a': 0.002, 'e': 0.1541236618151314}",20,14,8.682056658528493,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
936,False,"{'a': 0.002, 'e': 0.15381572253342926}",35,17,20.47723872738298,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
937,False,"{'a': 0.002, 'e': 0.15350839851482234}",20,11,14.441328372971585,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
938,False,"{'a': 0.002, 'e': 0.15320168853001417}",20,15,9.512051154234847,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
939,False,"{'a': 0.002, 'e': 0.15289559135216438}",35,1,39.886897681845255,"{0: 33, 1: 0, 2: 1, 3: 0, 4: 0}",1
940,False,"{'a': 0.002, 'e': 0.15259010575688386}",20,14,-29.782333908895975,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
941,False,"{'a': 0.002, 'e': 0.1522852305222298}",20,13,6.687760563798881,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
942,False,"{'a': 0.002, 'e': 0.1519809644287009}",20,8,24.647797561436775,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
943,False,"{'a': 0.002, 'e': 0.15167730625923234}",20,7,20.318429778951394,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
944,False,"{'a': 0.002, 'e': 0.1513742547991911}",25,6,17.34804768141863,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
945,False,"{'a': 0.002, 'e': 0.15107180883637084}",20,9,22.098885928115877,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
946,False,"{'a': 0.002, 'e': 0.15076996716098734}",35,15,19.92787743422083,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
947,False,"{'a': 0.002, 'e': 0.15046872856567356}",20,8,23.566255148470926,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
948,False,"{'a': 0.002, 'e': 0.15016809184547464}",20,11,8.095527678681426,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
949,False,"{'a': 0.002, 'e': 0.14986805579784332}",25,8,25.199284665286104,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
950,False,"{'a': 0.002, 'e': 0.14956861922263504}",20,6,-27.821796154602815,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 0}",1
951,False,"{'a': 0.002, 'e': 0.14926978092210305}",35,8,19.915174244637385,"{0: 26, 1: 0, 2: 0, 3: 1, 4: 0}",1
952,False,"{'a': 0.002, 'e': 0.1489715397008938}",20,0,-22.152575156284826,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
953,False,"{'a': 0.002, 'e': 0.14867389436604195}",20,8,19.458002474685955,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
954,False,"{'a': 0.002, 'e': 0.14837684372696583}",20,14,9.775959313137543,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
955,False,"{'a': 0.002, 'e': 0.14808038659546244}",25,18,9.48408999515609,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
956,False,"{'a': 0.002, 'e': 0.14778452178570287}",20,13,14.033369559768426,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
957,False,"{'a': 0.002, 'e': 0.14748924811422748}",20,12,15.788513648830051,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
958,False,"{'a': 0.002, 'e': 0.14719456439994122}",20,14,10.747327730695357,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
959,False,"{'a': 0.002, 'e': 0.1469004694641088}",25,11,21.286645552192656,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
960,False,"{'a': 0.002, 'e': 0.14660696213035015}",25,11,25.62130480038895,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
961,False,"{'a': 0.002, 'e': 0.14631404122463545}",35,13,-6.7486253305504755,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
962,False,"{'a': 0.002, 'e': 0.14602170557528074}",25,11,11.65934686309295,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
963,False,"{'a': 0.002, 'e': 0.14572995401294303}",25,18,14.558788163610675,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
964,False,"{'a': 0.002, 'e': 0.1454387853706157}",20,15,9.237617161369663,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
965,False,"{'a': 0.002, 'e': 0.14514819848362373}",30,10,-34.24319461566429,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",1
966,False,"{'a': 0.002, 'e': 0.14485819218961926}",30,18,20.253475312620026,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
967,False,"{'a': 0.002, 'e': 0.14456876532857668}",20,6,23.216076223154914,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
968,False,"{'a': 0.002, 'e': 0.14427991674278817}",30,11,-15.83834657321611,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 1}",1
969,False,"{'a': 0.002, 'e': 0.143991645276859}",30,6,36.23864786452402,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
970,False,"{'a': 0.002, 'e': 0.14370394977770293}",20,10,15.331660200194438,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
971,False,"{'a': 0.002, 'e': 0.14341682909453757}",20,0,-5.35228921613224,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
972,False,"{'a': 0.002, 'e': 0.14313028207887982}",20,0,31.286783299135728,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
973,False,"{'a': 0.002, 'e': 0.14284430758454122}",20,6,28.75798883588932,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
974,False,"{'a': 0.002, 'e': 0.14255890446762343}",20,1,19.630415314123166,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
975,False,"{'a': 0.002, 'e': 0.1422740715865136}",20,16,8.774669263953966,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
976,False,"{'a': 0.002, 'e': 0.14198980780187978}",35,9,-6.046705353816011,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 1}",1
977,False,"{'a': 0.002, 'e': 0.1417061119766665}",20,10,5.033150169175775,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
978,False,"{'a': 0.002, 'e': 0.14142298297609007}",25,9,0.06611153645423795,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
979,False,"{'a': 0.002, 'e': 0.1411404196676341}",20,0,1.1147344530449108,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
980,False,"{'a': 0.002, 'e': 0.140858420921045}",25,20,9.156341903269485,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
981,False,"{'a': 0.002, 'e': 0.1405769856083274}",20,2,14.126079463740322,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 0}",1
982,False,"{'a': 0.002, 'e': 0.14029611260373964}",25,20,10.501896021766758,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
983,False,"{'a': 0.002, 'e': 0.1400158007837894}",20,12,-27.19623905400286,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
984,False,"{'a': 0.002, 'e': 0.13973604902722894}",30,15,27.024408457516454,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
985,False,"{'a': 0.002, 'e': 0.13945685621505094}",30,13,27.739305830003772,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
986,False,"{'a': 0.002, 'e': 0.13917822123048373}",20,13,12.910547334012067,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
987,False,"{'a': 0.002, 'e': 0.138900142958987}",20,0,16.171534869777286,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
988,False,"{'a': 0.002, 'e': 0.13862262028824732}",30,21,6.2093817193292296,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
989,False,"{'a': 0.002, 'e': 0.13834565210817362}",25,12,14.22716896465492,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
990,False,"{'a': 0.002, 'e': 0.13806923731089282}",25,11,21.27681987821652,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
991,False,"{'a': 0.002, 'e': 0.13779337479074535}",30,11,2.650169250924074,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 0}",1
992,False,"{'a': 0.002, 'e': 0.13751806344428075}",20,2,19.43429392489652,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 0}",1
993,False,"{'a': 0.002, 'e': 0.13724330217025332}",20,0,20.913526915111508,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
994,False,"{'a': 0.002, 'e': 0.13696908986961753}",20,10,11.018307827471462,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
995,False,"{'a': 0.002, 'e': 0.13669542544552385}",20,0,24.203501432130743,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
996,False,"{'a': 0.002, 'e': 0.13642230780331424}",30,13,19.38141407145655,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
997,False,"{'a': 0.002, 'e': 0.1361497358505177}",25,16,17.663036145699156,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
998,False,"{'a': 0.002, 'e': 0.13587770849684613}",20,8,-21.07648178575778,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
999,False,"{'a': 0.002, 'e': 0.1356062246541897}",25,12,16.52615559870573,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1000,False,"{'a': 0.002, 'e': 0.1353352832366127}",20,13,12.082565605433906,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1001,False,"{'a': 0.002, 'e': 0.13506488316034906}",20,13,11.360379741889727,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1002,False,"{'a': 0.002, 'e': 0.1347950233437982}",25,0,32.199325305877316,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1003,False,"{'a': 0.002, 'e': 0.1345257027075204}",35,17,25.86236167240082,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1004,False,"{'a': 0.002, 'e': 0.13425692017423285}",25,0,10.840682108653299,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
1005,False,"{'a': 0.002, 'e': 0.13398867466880493}",30,23,14.272644209446185,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1006,False,"{'a': 0.002, 'e': 0.1337209651182544}",25,11,10.117617277439656,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1007,False,"{'a': 0.002, 'e': 0.1334537904517426}",25,10,11.362875681429797,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
1008,False,"{'a': 0.002, 'e': 0.1331871496005706}",30,5,-36.59933612094493,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",1
1009,False,"{'a': 0.002, 'e': 0.13292104149817452}",20,0,0.2647953655506732,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
1010,False,"{'a': 0.002, 'e': 0.13265546508012172}",20,8,21.003150157518178,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1011,False,"{'a': 0.002, 'e': 0.13239041928410605}",20,12,16.6463033836178,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1012,False,"{'a': 0.002, 'e': 0.1321259030499441}",20,0,14.062313165796192,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1013,False,"{'a': 0.002, 'e': 0.13186191531957048}",25,5,14.584948008178467,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
1014,False,"{'a': 0.002, 'e': 0.131598455037034}",25,11,18.618584836451223,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1015,False,"{'a': 0.002, 'e': 0.13133552114849303}",25,7,27.281673809377704,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1016,False,"{'a': 0.002, 'e': 0.13107311260221188}",30,15,11.20167212372765,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
1017,False,"{'a': 0.002, 'e': 0.13081122834855582}",20,12,16.028036152695528,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1018,False,"{'a': 0.002, 'e': 0.13054986733998764}",30,19,14.202024998606715,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1019,False,"{'a': 0.002, 'e': 0.13028902853106283}",20,12,0.058523541156107806,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1020,False,"{'a': 0.002, 'e': 0.1300287108784259}",25,16,19.21518212450857,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1021,False,"{'a': 0.002, 'e': 0.1297689133408058}",20,6,14.13394214299472,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1022,False,"{'a': 0.002, 'e': 0.12950963487901218}",20,8,-1.6039272435828829,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
1023,False,"{'a': 0.002, 'e': 0.12925087445593067}",20,9,18.22012908754371,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1024,False,"{'a': 0.002, 'e': 0.1289926310365194}",20,12,15.89116721546984,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1025,False,"{'a': 0.002, 'e': 0.12873490358780423}",20,12,-26.935955705099495,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
1026,False,"{'a': 0.002, 'e': 0.12847769107887502}",20,8,-22.09116537313777,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1027,False,"{'a': 0.002, 'e': 0.1282209924808815}",25,8,19.339799720095428,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1028,False,"{'a': 0.002, 'e': 0.1279648067670288}",20,4,14.720996065937456,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1029,False,"{'a': 0.002, 'e': 0.12770913291257383}",25,15,-32.35012862674676,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
1030,False,"{'a': 0.002, 'e': 0.12745396989482075}",20,14,-1.482083674510453,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1031,False,"{'a': 0.002, 'e': 0.1271993166931172}",30,12,16.859091644158365,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
1032,False,"{'a': 0.002, 'e': 0.12694517228885002}",20,0,28.65087336308512,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1033,False,"{'a': 0.002, 'e': 0.1266915356654413}",20,5,17.133923016605785,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1034,False,"{'a': 0.002, 'e': 0.1264384058083441}",30,19,-23.157956823188197,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
1035,False,"{'a': 0.002, 'e': 0.12618578170503877}",20,11,18.122662680906984,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1036,False,"{'a': 0.002, 'e': 0.12593366234502845}",25,13,18.695883580478895,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1037,False,"{'a': 0.002, 'e': 0.1256820467198355}",25,13,25.147349298062316,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1038,False,"{'a': 0.002, 'e': 0.12543093382299692}",25,20,10.19202516326964,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1039,False,"{'a': 0.002, 'e': 0.12518032265006093}",35,16,30.039333031365047,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1040,False,"{'a': 0.002, 'e': 0.12493021219858241}",30,8,-62.38317279266139,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 2}",1
1041,False,"{'a': 0.002, 'e': 0.12468060146811931}",30,5,26.059723635262532,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",1
1042,False,"{'a': 0.002, 'e': 0.12443148946022826}",25,14,22.89844505379548,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1043,False,"{'a': 0.002, 'e': 0.12418287517846102}",20,15,10.043966284615578,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1044,False,"{'a': 0.002, 'e': 0.12393475762836002}",25,15,16.002908414422294,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1045,False,"{'a': 0.002, 'e': 0.12368713581745483}",20,4,-23.357892495451487,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
1046,False,"{'a': 0.002, 'e': 0.12344000875525778}",20,13,12.866589585864196,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1047,False,"{'a': 0.002, 'e': 0.12319337545326038}",20,12,16.938851281892788,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1048,False,"{'a': 0.002, 'e': 0.122947234924929}",20,0,16.897430109855726,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1049,False,"{'a': 0.002, 'e': 0.1227015861857013}",25,10,-7.860308403259424,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
1050,False,"{'a': 0.002, 'e': 0.1224564282529819}",25,16,15.298085219390465,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1051,False,"{'a': 0.002, 'e': 0.12221176014613884}",30,12,18.438775097356448,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1052,False,"{'a': 0.002, 'e': 0.12196758088649925}",20,16,8.265756585119934,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1053,False,"{'a': 0.002, 'e': 0.12172388949734589}",35,23,22.4730148478715,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1054,False,"{'a': 0.002, 'e': 0.12148068500391276}",25,18,13.307106570360244,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1055,False,"{'a': 0.002, 'e': 0.12123796643338168}",20,16,5.773826541249505,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1056,False,"{'a': 0.002, 'e': 0.12099573281487792}",20,5,23.81845020289245,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1057,False,"{'a': 0.002, 'e': 0.12075398317946681}",20,8,19.92184485733341,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1058,False,"{'a': 0.002, 'e': 0.12051271656014938}",30,11,-23.15422414866916,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
1059,False,"{'a': 0.002, 'e': 0.12027193199185891}",20,13,12.83578723701174,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1060,False,"{'a': 0.002, 'e': 0.12003162851145673}",20,7,21.867056735272566,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1061,False,"{'a': 0.002, 'e': 0.11979180515772868}",25,0,34.54206715071813,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1062,False,"{'a': 0.002, 'e': 0.11955246097138093}",25,13,19.50337399254433,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1063,False,"{'a': 0.002, 'e': 0.11931359499503652}",35,11,-11.68995815223192,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 1}",1
